title	lnbr	line	enca_position	enca_type	rule_ids
disco010t_0187_annot	9	{No A} {se Q} {sabe V} {si C} {es V} {perla V} {, O} {no A} {se Q} {sabe V} {si C} {es V} {llanto N}	O	""	""
disco010t_0187_annot	10	{Hay V} {entre P} {ella Q} {y C} {la D} {luna N} {cierta D} {historia N} {de P} {encanto N}	O	""	""
disco010t_0187_annot	11	{en P} {la D} {que Q} {una D} {paloma N} {pierde V} {acaso A} {la D} {vida N} {; O}	O	""	""
disco010t_0187_annot	12	{porque C} {es V} {pura G} {y C} {es V} {blanca G} {y C} {es V} {graciosa G} {y C} {es V} {leve G}	O	""	""
disco010t_0187_annot	13	{como C} {un D} {rayo N} {de P} {luna N} {que Q} {se Q} {cuaja V} {en P} {la D} {nieve N}	O	""	""
disco010t_0187_annot	14	{o C} {como C} {una D} {paloma N} {que Q} {se Q} {queda V} {dormida G} {. O}	O	""	""
disco010t_0188_annot	1	{Ánforas N} {de P} {cristal N} {, O} {airosas G} {galas N}	B	"sirrem_noun_prep"	"pp05"
disco010t_0188_annot	2	{de P} {enigmáticas G} {formas N} {sorprendentes G} {, O}	I	"sirrem_noun_prep"	"pp05"
disco010t_0188_annot	3	{diademas G} {propias G} {de P} {apolíneas N} {frentes N} {, O}	O	""	""
disco010t_0188_annot	4	{adornos G} {dignos G} {de P} {fastuosas G} {galas N}	O	""	""
disco010t_0188_annot	5	{En P} {los D} {nudos N} {de P} {un D} {tronco N} {hacen V} {escalas N} {; O}	O	""	""
disco010t_0188_annot	6	{y C} {ensortijan V} {sus D} {tallos N} {de P} {serpientes N} {, O}	O	""	""
disco010t_0188_annot	7	{hasta P} {quedar V} {en P} {la D} {altitud N} {pendientes G} {, O}	O	""	""
disco010t_0188_annot	8	{a P} {manera N} {de P} {pájaros N} {sin P} {alas N} {. O}	O	""	""
disco010t_0188_annot	9	{Tristes N} {como C} {cabezas N} {pensativas G} {, O}	O	""	""
disco010t_0188_annot	10	{brotan V} {ellas Q} {, O} {sin P} {torpes G} {ligaduras N}	B	"sirrem_noun_prep"	"pp05"
disco010t_0188_annot	11	{de P} {tirana N} {raíz G} {, O} {libres G} {y C} {altivas G} {; O}	I	"sirrem_noun_prep"	"pp05"
disco010t_0188_annot	12	{porque C} {también A} {, O} {con P} {lo Q} {mezquino N} {en P} {guerra N} {, O}	O	""	""
disco010t_0188_annot	13	{quieren V} {vivir V} {, O} {como C} {las D} {almas D} {puras N} {, O}	O	""	""
disco010t_0188_annot	14	{sin P} {un D} {solo G} {contacto N} {con P} {la D} {tierra N} {. O}	O	""	""
disco010t_0189_01_annot	1	{El D} {genio N} {no A} {es V} {la D} {nube N} {, O} {que Q} {de P} {rayos N} {preñada G} {, O}	O	""	""
disco010t_0189_01_annot	2	{busca V} {un D} {lecho N} {en P} {las D} {sombras N} {; O} {el D} {genio N} {no A} {es V} {la D} {espada N} {, O}	O	""	""
disco010t_0189_01_annot	3	{que Q} {, O} {de P} {sangre N} {sedienta G} {, O} {se Q} {goza V} {en P} {el D} {combate N} {: O}	O	""	""
disco010t_0189_01_annot	4	{es V} {el D} {peñón N} {, O} {no A} {el D} {río N} {; O} {la D} {valla N} {, O} {no A} {el D} {embate N} {... O}	O	""	""
disco010t_0189_01_annot	5	{El D} {genio N} {es V} {como C} {el D} {cóndor N} {, O} {que Q} {con P} {veloz G} {mirada N}	B	"sirrem_noun_prep"	"pd02"
disco010t_0189_01_annot	6	{bajo P} {sus D} {pies N} {contempla V} {la D} {tempestad N} {airada G} {; O}	I	"sirrem_noun_prep"	"pd02"
disco010t_0189_01_annot	7	{pero C} {garras N} {no A} {tiene V} {, O} {sino C} {alas N} {con P} {que Q} {abate V}	B	"enlace_od_verb"	"ld02"
disco010t_0189_01_annot	8	{las D} {alturas N} {en P} {donde Q} {nada Q} {vibra V} {, O} {ni C} {late V} {. O}	I	"enlace_od_verb"	"ld02"
disco010t_0189_01_annot	9	{Cuando C} {el D} {genio N} {contempla V} {los D} {abismos N} {, O} {entonces A}	B	"sirrem_verb_adv"	"pp11"
disco010t_0189_01_annot	10	{hay V} {en P} {sus D} {verbos N} {fraguas N} {, O} {dinamitas N} {y C} {bronces N} {; O}	I	"sirrem_verb_adv"	"pp11"
disco010t_0189_01_annot	11	{porque C} {él Q} {todo D} {lo D} {dora G} {, O} {como C} {la D} {luz N} {del P} {día N} {. O}	O	""	""
disco010t_0189_01_annot	12	{Tal D} {Dios R} {, O} {que Q} {ve V} {impasible G} {la D} {dicha N} {y C} {el D} {quebranto N} {, O}	O	""	""
disco010t_0189_01_annot	13	{nunca A} {se Q} {ha V} {sonreído V} {, O} {nunca A} {ha V} {vertido N} {llanto N} {; O}	O	""	""
disco010t_0189_01_annot	14	{porque C} {Dios R} {esta D} {inmóvil G} {, O} {y C} {lo Q} {humano G} {varía V} {... O}	O	""	""
disco010t_0189_02_annot	1	{Homero N} {está V} {tranquilo G} {: O} {sus D} {épicas G} {canciones N}	B	"enlace_subj_verb"	"ld01"
disco010t_0189_02_annot	2	{tienen V} {relampagueos N} {, O} {vértigos N} {y C} {explosiones N} {; O}	I	"enlace_subj_verb"	"ld01"
disco010t_0189_02_annot	3	{pero C} {él Q} {está V} {tranquilo G} {, O} {como C} {gimnasta V} {raro G}	B	"enlace_subj_verb"	"ld01"
disco010t_0189_02_annot	4	{que C} {sin P} {quemarse V} {pasa V} {por P} {entre P} {el D} {ígneo N} {aro N} {. O}	I	"enlace_subj_verb"	"ld01"
disco010t_0189_02_annot	5	{El D} {Dante R} {está V} {sereno N} {: O} {canta V} {obscuras G} {regiones N}	B	"sirrem_noun_prep"	"pp05"
disco010t_0189_02_annot	6	{de P} {tormentos N} {rebeldes G} {y C} {sórdidas G} {pasiones N} {; O}	I	"sirrem_noun_prep"	"pp05"
disco010t_0189_02_annot	7	{pero C} {él Q} {está V} {sereno N} {, O} {como C} {solemne G} {faro G}	O	""	""
disco010t_0189_02_annot	8	{Que C} {en P} {la D} {pavura N} {negra G} {pone V} {su D} {punto N} {claro G} {. O}	O	""	""
disco010t_0189_02_annot	9	{Shakespeare R} {y C} {Goethe R} {ahondan V} {dos D} {abismos N} {profundos G}	O	""	""
disco010t_0189_02_annot	10	{-- O} {corazón N} {y C} {cerebro N} {-- O} {donde Q} {se Q} {agitan V} {mundos N} {; O}	O	""	""
disco010t_0189_02_annot	11	{y C} {ni C} {el D} {de P} {Albión R} {se Q} {inquieta V} {, O} {ni C} {el D} {de P} {Weimar R} {vacila V} {... O}	O	""	""
disco010t_0189_02_annot	12	{¡ O} {Así A} {la D} {altiva G} {cumbre N} {, O} {del P} {hielo N} {de P} {su D} {frente N}	B	"sirrem_adj_noun"	"pp02"
disco010t_0189_02_annot	13	{desata G} {, O} {como C} {el D} {genio N} {, O} {las D} {furias N} {de P} {un D} {torrente N} {; O}	I	"sirrem_adj_noun"	"pp02"
disco010t_0189_02_annot	14	{pero C} {ella Q} {, O} {como C} {el D} {genio N} {, O} {también A} {está V} {tranquila G} {! O} {... O}	O	""	""
disco010t_0189_annot	1	{Viste V} {de P} {seda N} {: O} {alhajes N} {de P} {gran G} {tono N} {; O}	O	""	""
disco010t_0189_annot	2	{pechera G} {en P} {que C} {el D} {encaje N} {hace V} {una D} {ola N} {, O}	O	""	""
disco010t_0189_annot	3	{y C} {bajo P} {el D} {cinto N} {, O} {un D} {mango N} {de P} {pistola N} {, O}	O	""	""
disco010t_0189_annot	4	{que Q} {él Q} {aprieta V} {entre P} {el D} {puño N} {de P} {su D} {encono N} {. O}	O	""	""
disco010t_0189_annot	5	{Piramidal P} {sombrero N} {, O} {esbelto G} {cono N} {, O}	O	""	""
disco010t_0189_annot	6	{es V} {distintivo N} {en P} {su D} {figura N} {sola G} {, O}	O	""	""
disco010t_0189_annot	7	{que Q} {en P} {el D} {bridón N} {de P} {enjaezada G} {cola N}	B	"enlace_subj_verb"	"ld01"
disco010t_0189_annot	8	{no A} {cambiaría V} {su D} {silla N} {por P} {un D} {trono N}	I	"enlace_subj_verb"	"ld01"
disco010t_0189_annot	9	{Siéntase R} {a P} {firme G} {; O} {el D} {látigo N} {chasquea V} {; O}	O	""	""
disco010t_0189_annot	10	{restriega N} {el D} {bruto G} {su D} {chispeante G} {callo N} {, O}	O	""	""
disco010t_0189_annot	11	{y C} {vigorosamente A} {se Q} {pasea V} {. O}	O	""	""
disco010t_0189_annot	12	{Dudase V} {al P} {ver V} {la D} {olímpica G} {figura N}	B	"enlace_od_verb"	"ld02"
disco010t_0189_annot	13	{si C} {es V} {el D} {triunfo N} {de P} {un D} {hombre N} {en P} {su D} {caballo N}	I	"enlace_od_verb"	"ld02"
disco010t_0189_annot	14	{o C} {si C} {es V} {la D} {animación N} {de P} {una D} {escultura N}	O	""	""
disco010t_0190_01_annot	1	{Si C} {vivir V} {es V} {luchar V} {, O} {-- C} {cuando C} {la D} {pluma N}	B	"sirrem_adj_noun"	"pp02"
disco010t_0190_01_annot	2	{vibre G} {en P} {la D} {mano N} {del P} {poeta N} {ardiente G} {, O}	I	"sirrem_adj_noun"	"pp02"
disco010t_0190_01_annot	3	{debe V} {el D} {poeta N} {levantar V} {la D} {frente N}	O	""	""
disco010t_0190_01_annot	4	{y C} {sacudir V} {el D} {miedo N} {que Q} {lo Q} {abruma V} {. O}	O	""	""
disco010t_0190_01_annot	5	{Si C} {escribir V} {es V} {luchar V} {, O} {-- O} {la D} {gloria N} {suma G}	B	"enlace_subj_verb"	"ld01"
disco010t_0190_01_annot	6	{es V} {azotar V} {al P} {déspota N} {insolente G} {, O}	I	"enlace_subj_verb"	"ld01"
disco010t_0190_01_annot	7	{que Q} {estallando V} {la D} {ola N} {prepotente G}	O	""	""
disco010t_0190_01_annot	8	{cubre V} {su D} {sien V} {con P} {delicada G} {espuma N} {... O}	O	""	""
disco010t_0190_01_annot	9	{Reviente A} {el D} {verso N} {al P} {roce N} {de P} {la D} {chispa N} {; O}	O	""	""
disco010t_0190_01_annot	10	{y C} {zumbe N} {de P} {la D} {gloria N} {entre P} {las D} {palmas N}	B	"sirrem_noun_prep"	"pd02"
disco010t_0190_01_annot	11	{con P} {el D} {tenaz G} {zumbido N} {de P} {la D} {avispa N} {... O}	I	"sirrem_noun_prep"	"pd02"
disco010t_0190_01_annot	12	{¡ O} {Que C} {por P} {la D} {ley N} {eterna G} {de P} {las D} {cosas N}	O	""	""
disco010t_0190_01_annot	13	{y C} {por P} {la D} {ley N} {eterna G} {de P} {las D} {almas N} {, O}	O	""	""
disco010t_0190_01_annot	14	{los D} {versos N} {sin P} {espinas N} {no A} {son V} {rosas N} {! O}	O	""	""
disco010t_0190_02_annot	1	{Hoy A} {¡ O} {oh O} {mundo N} {brutal G} {! O} {mi D} {alma N} {te Q} {mira V}	O	""	""
disco010t_0190_02_annot	2	{con P} {lástima N} {y C} {desprecio N} {; O} {que C} {tú Q} {mismo A} {, O}	O	""	""
disco010t_0190_02_annot	3	{a P} {sepultarte V} {al P} {fondo N} {del P} {abismo N} {, O}	O	""	""
disco010t_0190_02_annot	4	{vas V} {impotente G} {en P} {medio D} {de P} {tu D} {ira N} {... O}	O	""	""
disco010t_0190_02_annot	5	{El D} {sacro G} {fuego N} {que C} {a P} {cantar V} {me Q} {inspira V}	B	"enlace_subj_verb"	"ld01"
disco010t_0190_02_annot	6	{resistirá V} {tus D} {golpes N} {de P} {egoísmo N} {: O}	I	"enlace_subj_verb"	"ld01"
disco010t_0190_02_annot	7	{no A} {insultes N} {mi D} {doliente A} {escepticismo. N} {, O}	O	""	""
disco010t_0190_02_annot	8	{no A} {profanes V} {eÌ O} {culto N} {de P} {mi D} {lira N} {... O}	O	""	""
disco010t_0190_02_annot	9	{¡ O} {Vano R} {es V} {que C} {quieras V} {apagar V} {mi D} {fuego N} {! O}	O	""	""
disco010t_0190_02_annot	10	{Tenaz G} {y C} {altivo G} {-- O} {al P} {modo N} {de P} {aquel D} {griego G}	B	"sirrem_adj_adv"	"pp10"
disco010t_0190_02_annot	11	{ya A} {que C} {nunca A} {tu D} {aplauso N} {me Q} {concedes N} {, O}	I	"sirrem_adj_adv"	"pp10"
disco010t_0190_02_annot	12	{... O} {saldré V} {a P} {encontrar V} {el D} {carro N} {del P} {Destino R} {; O}	O	""	""
disco010t_0190_02_annot	13	{y C} {, O} {arrojándome V} {en P} {medio D} {del P} {camino N} {, O}	O	""	""
disco010t_0190_02_annot	14	{gritaré V} {a P} {toda D} {voz N} {: O} {-- O} {¡ O} {Pasa R} {si C} {puedes V} {! O} {... O}	O	""	""
disco010t_0190_annot	1	{En P} {su D} {tostada G} {faz N} {algo Q} {hay V} {sombrío N} {: O}	O	""	""
disco010t_0190_annot	2	{tal Q} {vez N} {la D} {sensación N} {de P} {lo D} {lejano G} {, O}	O	""	""
disco010t_0190_annot	3	{ya A} {que C} {ve V} {dilatarse V} {el D} {océano N}	B	"sirrem_noun_prep"	"pp06.1"
disco010t_0190_annot	4	{de P} {la D} {verdura N} {al P} {pie N} {de P} {su D} {bohío N}	I	"sirrem_noun_prep"	"pp06.1"
disco010t_0190_annot	5	{El D} {encuadra V} {al P} {redor N} {su D} {sembradío N}	O	""	""
disco010t_0190_annot	6	{y C} {acaricia V} {la D} {tierra N} {con P} {su D} {mano N}	O	""	""
disco010t_0190_annot	7	{Enfrena R} {un D} {potro N} {en P} {la D} {mitad N} {de P} {un D} {llano G}	B	"enlace_subj_verb"	"ld01"
disco010t_0190_annot	8	{o C} {a P} {nado G} {se Q} {echa V} {en P} {la D} {mitad N} {de P} {un D} {río N} {. O}	I	"enlace_subj_verb"	"ld01"
disco010t_0190_annot	9	{El D} {, O} {con P} {un D} {golpe N} {, O} {desjarreta V} {un D} {toro N} {; O}	O	""	""
disco010t_0190_annot	10	{entra V} {con P} {su D} {machete N} {en P} {el D} {boscaje N}	O	""	""
disco010t_0190_annot	11	{y C} {en P} {el D} {amor N} {con P} {su D} {cantar V} {sonoro G} {, O}	O	""	""
disco010t_0190_annot	12	{porque C} {el D} {amor N} {de P} {la D} {mujer N} {ingrata G}	B	"enlace_subj_verb"	"ld01"
disco010t_0190_annot	13	{brilla G} {sobre P} {su D} {espíritu N} {salvaje G}	I	"enlace_subj_verb"	"ld01"
disco010t_0190_annot	14	{como C} {un D} {iris N} {sobre P} {una D} {catarata N}	O	""	""
disco010t_0191_01_annot	1	{Sombra N} {profunda G} {. O} {El D} {salmo N} {de P} {mi D} {vida N}	B	"enlace_subj_verb"	"ld01"
disco010t_0191_01_annot	2	{se Q} {ahoga V} {en P} {el D} {silencio N} {de P} {la D} {muerte N} {; O}	I	"enlace_subj_verb"	"ld01"
disco010t_0191_01_annot	3	{y C} {como C} {un D} {buzo N} {, O} {en P} {la D} {futura G} {suerte N}	O	""	""
disco010t_0191_01_annot	4	{sumergo V} {la D} {cabeza N} {estremecida G} {... O}	O	""	""
disco010t_0191_01_annot	5	{Tal Q} {como C} {un D} {ave N} {con P} {el D} {ala N} {herida N} {, O}	O	""	""
disco010t_0191_01_annot	6	{yace V} {la D} {estrofa N} {de P} {mi D} {laúd N} {inerte G} {: O}	O	""	""
disco010t_0191_01_annot	7	{ojalá O} {que C} {otro D} {vate N} {la D} {despierte V} {, O}	O	""	""
disco010t_0191_01_annot	8	{porque C} {no A} {muerta G} {está V} {, O} {sino C} {dormida G} {... O}	O	""	""
disco010t_0191_01_annot	9	{Pulse R} {otro D} {vate N} {mi D} {laúd N} {de P} {acero N} {; O}	O	""	""
disco010t_0191_01_annot	10	{y C} {entonces A} {, O} {como C} {flechas N} {, O} {mis D} {canciones N} {, O}	O	""	""
disco010t_0191_01_annot	11	{rápidas G} {tomarán V} {rumbo N} {certero G} {; O}	O	""	""
disco010t_0191_01_annot	12	{y C} {cada D} {verso N} {que Q} {germine V} {y C} {se Q} {abra V}	B	"enlace_subj_verb"	"ld01"
disco010t_0191_01_annot	13	{será V} {el D} {Juicio R} {Final R} {de P} {los D} {mandones N}	I	"enlace_subj_verb"	"ld01"
disco010t_0191_01_annot	14	{y C} {la D} {Resurrección R} {de P} {la D} {Palabra R} {... O}	O	""	""
disco010t_0191_02_annot	1	{Entre P} {la D} {lobreguez N} {de P} {mi D} {destino N} {, O}	O	""	""
disco010t_0191_02_annot	2	{cambian V} {y C} {mezclan V} {las D} {canciones N} {mías G}	B	"sirrem_noun_prep"	"pp05"
disco010t_0191_02_annot	3	{de P} {Juliano R} {las D} {foscas N} {herejías G}	I	"sirrem_noun_prep"	"pp05"
disco010t_0191_02_annot	4	{con P} {la D} {plácida G} {unción N} {de P} {Constantino R} {... O}	O	""	""
disco010t_0191_02_annot	5	{Para P} {aclarar V} {la D} {vista N} {, O} {no A} {adivino V}	B	"enlace_od_verb"	"ld02"
disco010t_0191_02_annot	6	{el D} {mejor G} {medio N} {en P} {mis D} {oscuros G} {días N} {; O}	I	"enlace_od_verb"	"ld02"
disco010t_0191_02_annot	7	{si C} {la D} {oración N} {ferviente A} {de P} {Tobías R}	O	""	""
disco010t_0191_02_annot	8	{o C} {la D} {brutal G} {lanzada G} {de P} {Longino R} {... O}	O	""	""
disco010t_0191_02_annot	9	{Alternado G} {el D} {dolor N} {blasfema N} {y C} {ora N} {... O}	O	""	""
disco010t_0191_02_annot	10	{Ora R} {y C} {blasfema V} {el D} {infeliz N} {cautivo G}	O	""	""
disco010t_0191_02_annot	11	{en P} {sus D} {noches N} {de P} {duda N} {sin P} {aurora N} {; O}	O	""	""
disco010t_0191_02_annot	12	{y C} {así A} {de P} {una D} {sonrisa N} {con P} {la D} {raya N}	O	""	""
disco010t_0191_02_annot	13	{trajo V} {la D} {fe N} {, O} {-- O} {que Q} {salta V} {como C} {el D} {vivo G}	B	"sirrem_adj_noun"	"pp02"
